10.87770318	11.16744613	10.21094378	11.32750488	11.03018720	10.85493662	10.13289411	10.77281273	10.00104900	12.41776542
10.37621216	12.66334588	10.50167388	10.91493799	10.98767259	11.18530969	10.75737495	10.78715654	10.12466307	12.35692072
11.76634879	12.03545197	13.03364466	11.26081408	10.50066255	12.50750080	10.52634135	11.63299264	11.72523726	10.86743539
11.62149319	13.00854946	11.80133945	10.37692500	10.26583045	14.25633096	11.40779994	11.30359746	13.13680940	13.02550937
13.76624848	12.91114637	12.33657181	16.41104224	12.02904639	12.46773787	11.75360915	12.76324315	12.30894707	12.88342844
16.15270192	17.51341938	10.00000000	15.21794673	14.52611373	15.00277204	11.89699068	15.19059918	12.00679190	15.04892792
13.82718955	17.04786814	15.21225609	13.56145461	14.07963798	15.43999970	18.23717142	15.66998184	13.92664582	13.90113310
16.76973100	16.25352528	13.08678350	13.99056099	10.29938608	14.36638755	17.63995032	13.83452839	15.67598614	16.48398374
13.37656620	16.46287986	13.75796885	10.75776910	16.33287775	13.01267318	16.65412960	15.88049092	17.02480332	14.81581198
17.34953010	15.26280936	15.49456519	17.56260285	14.40147671	14.98786804	18.17537563	17.65884470	16.59872398	15.49752567
17.00772979	16.90519790	13.76445212	14.98227271	15.11183679	15.14147332	18.31283648	12.05274976	16.15465450	17.90942144
18.01998612	18.40208930	17.23519014	16.78478512	16.72447826	16.76459945	17.96101753	16.54677178	17.66853166	15.24562252
17.37827321	17.46338268	15.56069560	17.40525458	14.80836176	17.24448342	17.10900798	18.43019786	14.39243430	17.28090508
15.16042137	16.81658545	16.86461249	17.90836745	17.29140610	13.72813110	15.23588300	17.19089301	16.72844167	17.60040749
16.96892435	16.77818874	17.49987155	18.35082294	17.90988990	14.66212854	17.90129326	17.64543605	16.72977215	15.89506096
17.19653628	17.77900668	17.11163356	18.07940747	16.81896569	17.53102831	17.28852053	16.46676487	17.68318006	17.74027730
15.38647424	17.92021096	17.19617833	17.80451673	18.34746536	15.03603871	18.10545438	17.95510130	17.23794593	17.51764456
15.59137948	17.31187068	17.70462709	16.82356596	18.43599749	16.04977267	17.70149593	18.09304257	18.45354821	17.62215550
16.56787305	16.81597911	17.62963765	15.94677993	16.81522672	17.31851733	16.96406150	18.23457590	17.55908409	17.54427518
16.33000594	15.63852782	17.46195904	16.66504877	18.09265355	17.55178314	18.11966159	18.35998258	16.68798901	17.02839356
17.24793005	17.67096063	17.06789336	16.64938136	18.10257222	16.26411442	17.57924580	18.14852010	17.86234703	17.90105143
17.93648271	18.48100544	18.20820872	18.49874134	18.81883008	16.57966241	16.78537400	13.90933517	14.84260565	16.92122077
17.66963902	17.27396666	17.54653878	17.87749418	16.98199265	18.25996159	18.56513805	18.04986514	16.36328741	16.53172264
16.81578082	16.93884586	18.19828657	18.28103079	17.00000449	17.85193359	16.26274532	18.34592673	16.52916142	17.67531906
16.80028602	18.15973608	18.05681065	18.73136402	18.60725097	16.28419872	17.26164883	18.42464051	17.41700229	18.63178913
16.65993115	15.75349988	17.51629502	16.47588927	18.12841768	17.85222399	17.41541979	16.51073180	17.54476593	17.94657686
17.74168439	16.41985473	18.28635082	17.28071889	16.87879806	18.51652816	17.63923609	18.18111681	15.62389800	16.75566968
19.02228763	17.16030355	17.63623080	18.42639071	16.70622831	18.78360391	17.22731719	17.56033980	17.54758203	17.33878618
18.20260483	17.32623370	17.43528253	18.41922206	18.21630214	17.67821873	17.51211267	17.97117351	17.23629318	17.52695037
15.87628692	17.66649822	17.98153875	16.28098629	17.81587698	18.44679334	17.76246316	17.07214661	16.75707839	16.92916155
17.67526496	16.58983329	18.35162184	17.44802287	17.98859546	18.13102714	17.74769859	17.91578794	18.19279457	17.89888998
17.52493713	18.52111262	18.34412814	17.61195048	18.06225126	16.01219344	17.93577151	16.88080595	16.13961628	17.56062005
17.67924865	17.06582559	17.35631988	18.82398514	15.31757298	16.77508368	13.71780254	16.85980633	17.41662507	16.19394085
